Event_Name,Match_Type,Match_Num,Scouter_Initials,Team_Num,Team_Name,Start_Position,Auto_Cargo_Upper,Auto_Cargo_Lower,Auto_Tarmac,Tele_Cargo_Upper,Tele_Cargo_Lower,Hangar_Level,Hangar_Time,Use_Launch_Pad,Cargo_Loaded_Start,Defense_Rating,Speed_Rating,Tippy,Died_in_Match,Penalties
PacificRegional,Qual,9,LS,8314,The Roar,2,4,1,0,9,7,2,22,1,1,2,2,0,1,1
LoneStarRegional,Qual,10,JD,8314,The Roar,1,0,4,0,5,5,3,3,1,1,3,5,0,0,1
NEDistrict,Qual,11,AB,8314,The Roar,2,1,1,0,5,6,2,14,1,0,4,3,0,0,0
LoneStarRegional,Playoff,12,JD,8314,The Roar,1,3,2,0,8,7,3,5,0,1,4,1,1,0,0
NEDistrict,Qual,13,LS,8314,The Roar,2,4,1,1,8,3,0,6,1,0,2,4,0,0,0
LoneStarRegional,Qual,14,JD,8314,The Roar,1,1,2,1,6,4,3,21,1,1,1,4,1,0,0
NEDistrict,Playoff,15,KP,8314,The Roar,3,4,4,1,4,5,4,12,0,0,2,5,0,0,0
MidwestRegional,Qual,16,LS,8314,The Roar,1,3,1,1,6,8,0,28,0,0,2,1,1,0,0
PacificRegional,Playoff,17,XZ,8314,The Roar,1,4,4,1,8,6,0,1,0,0,1,2,0,0,2
MidwestRegional,Qual,18,LS,8314,The Roar,3,0,3,0,8,5,1,25,1,1,5,5,1,0,1
NEDistrict,Qual,19,AB,8314,The Roar,1,3,3,0,4,8,4,22,1,1,5,2,1,0,0
NEDistrict,Playoff,20,LS,8314,The Roar,1,1,3,0,8,4,1,24,1,0,5,3,1,1,0
NEDistrict,Qual,21,JD,8314,The Roar,1,2,2,1,6,4,1,0,0,1,2,3,0,0,0
NEDistrict,Qual,22,AB,8314,The Roar,1,3,1,0,7,4,0,29,0,0,2,1,0,0,0
NEDistrict,Qual,23,XZ,8314,The Roar,2,4,3,0,4,3,3,1,0,0,4,4,0,0,0
LoneStarRegional,Qual,24,XZ,8314,The Roar,3,3,2,0,9,7,4,23,1,0,2,1,1,0,1
LoneStarRegional,Qual,25,KP,8314,The Roar,1,2,3,1,6,6,2,4,1,0,4,5,0,0,2
LoneStarRegional,Qual,26,MK,8314,The Roar,3,3,0,0,6,4,0,11,1,1,4,1,1,0,0
NEDistrict,Qual,27,MK,8314,The Roar,1,4,2,1,8,4,2,30,1,1,4,3,0,0,1
MidwestRegional,Qual,28,XZ,8314,The Roar,1,0,0,0,2,0,0,15,1,1,1,3,1,0,0
NEDistrict,Playoff,29,TR,8314,The Roar,1,0,3,0,6,4,1,22,1,1,5,4,0,0,0
PacificRegional,Playoff,30,MK,8314,The Roar,1,2,4,0,5,8,3,12,0,0,5,1,0,0,0
MidwestRegional,Playoff,31,LS,8314,The Roar,2,0,1,0,2,5,3,7,0,0,1,5,1,0,0
NEDistrict,Playoff,32,LS,8314,The Roar,1,4,2,0,8,2,3,27,1,0,5,2,0,0,0
PacificRegional,Playoff,33,MK,8314,The Roar,3,4,4,0,9,7,0,23,0,1,1,4,0,0,0
NEDistrict,Playoff,1,LS,8373,The Flying Octopi,2,2,1,1,5,2,3,30,1,0,2,3,1,0,0
PacificRegional,Playoff,2,JD,8373,The Flying Octopi,2,2,3,0,4,4,2,17,1,0,2,5,0,0,0
LoneStarRegional,Playoff,3,MK,8373,The Flying Octopi,1,4,1,1,9,1,1,10,1,1,4,3,0,0,1
PacificRegional,Playoff,4,TR,8373,The Flying Octopi,2,4,4,1,6,9,3,2,1,0,2,2,0,0,0
MidwestRegional,Qual,5,AB,8373,The Flying Octopi,1,1,0,1,9,6,2,18,0,0,1,5,1,0,0
MidwestRegional,Qual,6,XZ,8373,The Flying Octopi,3,0,0,1,8,7,3,16,0,1,3,3,1,0,0
PacificRegional,Playoff,7,MK,8373,The Flying Octopi,3,2,1,0,2,8,2,0,1,1,1,2,0,0,0
LoneStarRegional,Playoff,8,TR,8373,The Flying Octopi,2,0,0,1,4,5,1,22,0,0,4,5,0,0,0
LoneStarRegional,Qual,9,TR,8373,The Flying Octopi,2,2,4,1,5,9,3,23,1,1,3,3,0,0,0
LoneStarRegional,Qual,10,AB,8373,The Flying Octopi,1,4,3,0,6,5,1,5,0,1,1,3,1,0,2
PacificRegional,Playoff,11,XZ,8373,The Flying Octopi,1,2,1,1,6,3,0,7,1,1,3,5,0,0,1
NEDistrict,Playoff,12,XZ,8373,The Flying Octopi,1,4,2,0,7,4,1,22,0,1,3,1,0,0,0
LoneStarRegional,Playoff,13,AB,8373,The Flying Octopi,1,1,3,0,3,3,3,16,0,1,3,1,1,0,1
NEDistrict,Playoff,14,MK,8373,The Flying Octopi,2,3,2,0,3,2,1,20,1,0,5,1,0,0,0
PacificRegional,Qual,15,JD,8373,The Flying Octopi,1,3,2,0,3,4,0,0,1,1,2,2,1,0,0
MidwestRegional,Playoff,16,KP,8373,The Flying Octopi,1,3,1,1,5,6,4,7,1,1,5,1,1,0,1
PacificRegional,Qual,17,JD,8373,The Flying Octopi,1,3,2,0,6,9,0,9,0,1,2,2,0,0,0
PacificRegional,Playoff,18,MK,8373,The Flying Octopi,2,1,4,1,4,9,2,13,0,0,3,5,1,0,0
NEDistrict,Qual,19,MK,8373,The Flying Octopi,2,4,3,1,8,5,4,11,0,0,5,3,1,0,0
LoneStarRegional,Playoff,20,AB,8373,The Flying Octopi,3,1,2,1,8,6,1,26,0,1,3,1,1,0,0
MidwestRegional,Qual,21,AB,8373,The Flying Octopi,1,3,1,0,7,2,3,3,0,0,5,1,0,0,0
PacificRegional,Qual,22,JD,8373,The Flying Octopi,1,4,1,1,4,9,1,12,1,0,4,3,1,0,0
NEDistrict,Qual,23,TR,8373,The Flying Octopi,2,1,2,0,4,7,1,30,0,0,3,1,1,0,1
PacificRegional,Playoff,24,LS,8373,The Flying Octopi,1,3,4,0,9,6,2,17,0,1,2,1,1,0,1
LoneStarRegional,Playoff,25,LS,8373,The Flying Octopi,1,0,0,1,2,7,4,26,1,0,3,4,0,0,0
MidwestRegional,Playoff,26,XZ,8373,The Flying Octopi,1,1,2,0,5,6,4,11,1,0,1,1,0,0,0
PacificRegional,Playoff,27,TR,8373,The Flying Octopi,3,4,0,0,4,3,3,13,0,0,5,2,1,0,0
MidwestRegional,Qual,28,TR,8373,The Flying Octopi,2,3,4,0,7,7,2,20,0,0,4,1,1,0,0
NEDistrict,Playoff,29,JD,8373,The Flying Octopi,3,4,0,0,7,0,1,16,1,1,2,2,1,0,1
MidwestRegional,Playoff,30,KP,8373,The Flying Octopi,2,4,1,1,4,6,0,24,0,1,3,1,0,0,0
NEDistrict,Qual,31,AB,8373,The Flying Octopi,2,3,1,1,7,4,0,24,1,1,4,4,1,0,0
MidwestRegional,Qual,32,LS,8373,The Flying Octopi,3,2,0,1,3,4,0,22,0,0,3,5,1,0,0
MidwestRegional,Playoff,33,MK,8373,The Flying Octopi,2,4,1,0,5,2,3,18,0,0,1,1,0,0,0
PacificRegional,Qual,1,JD,8423,Next Express,1,2,2,1,8,9,0,24,1,1,4,3,1,1,0
MidwestRegional,Qual,2,JD,8423,Next Express,2,1,4,0,6,6,3,7,1,0,4,4,0,0,0
MidwestRegional,Playoff,3,AB,8423,Next Express,2,0,4,1,9,4,1,4,1,1,4,1,1,0,0
LoneStarRegional,Playoff,4,LS,8423,Next Express,1,1,2,1,2,9,3,16,0,0,4,5,1,0,0
NEDistrict,Qual,5,XZ,8423,Next Express,2,4,2,1,9,4,0,22,0,0,4,1,1,0,0
NEDistrict,Playoff,6,KP,8423,Next Express,3,2,4,1,2,7,0,7,1,0,2,1,0,0,0
MidwestRegional,Qual,7,AB,8423,Next Express,3,0,0,0,7,0,4,6,0,1,5,2,0,0,1
LoneStarRegional,Playoff,8,TR,8423,Next Express,3,1,2,0,6,7,0,15,0,1,4,5,0,0,0
LoneStarRegional,Playoff,9,JD,8423,Next Express,3,2,3,0,5,3,2,15,1,0,2,1,0,0,1
NEDistrict,Playoff,10,TR,8423,Next Express,1,1,2,1,6,6,2,23,1,0,2,5,1,0,0
MidwestRegional,Qual,11,JD,8423,Next Express,2,2,1,1,9,2,1,29,1,1,1,1,0,0,1
NEDistrict,Qual,12,JD,8423,Next Express,3,4,1,0,7,2,2,6,0,0,2,1,0,0,0
LoneStarRegional,Qual,13,AB,8423,Next Express,3,2,2,1,7,5,1,26,0,0,2,5,0,0,0
NEDistrict,Qual,14,TR,8423,Next Express,3,3,2,1,5,2,1,19,0,0,2,5,0,0,0
MidwestRegional,Qual,15,TR,8423,Next Express,2,3,1,0,8,9,4,28,0,0,2,2,1,0,0
MidwestRegional,Qual,16,XZ,8423,Next Express,1,0,3,0,7,8,2,4,1,0,1,3,1,0,0
NEDistrict,Qual,17,LS,8423,Next Express,2,4,1,0,5,6,1,9,1,1,1,5,1,0,1
LoneStarRegional,Playoff,18,JD,8423,Next Express,1,4,1,0,7,9,3,13,1,0,3,4,0,0,0
PacificRegional,Playoff,19,TR,8423,Next Express,3,1,4,0,2,8,4,10,0,1,4,5,1,0,0
NEDistrict,Qual,20,TR,8423,Next Express,2,2,1,0,9,5,2,5,1,1,4,5,0,0,0
NEDistrict,Playoff,21,TR,8423,Next Express,1,2,4,0,2,7,3,22,1,0,2,1,1,0,0
MidwestRegional,Qual,22,XZ,8423,Next Express,1,3,1,0,7,2,4,30,0,1,2,3,0,0,0
MidwestRegional,Qual,23,XZ,8423,Next Express,2,1,0,1,6,8,1,10,0,0,1,2,1,0,2
PacificRegional,Qual,24,JD,8423,Next Express,2,3,0,0,7,3,1,23,1,1,2,3,0,0,0
MidwestRegional,Qual,25,LS,8423,Next Express,3,4,1,1,6,7,2,24,1,1,4,2,0,0,0
MidwestRegional,Qual,26,JD,8423,Next Express,1,4,0,0,4,3,4,27,0,0,5,3,0,0,0
NEDistrict,Qual,27,TR,8423,Next Express,3,3,4,1,3,7,4,25,1,1,1,2,0,0,0
LoneStarRegional,Qual,28,TR,8423,Next Express,2,3,4,1,8,8,2,20,0,1,1,5,0,0,0
PacificRegional,Playoff,29,MK,8423,Next Express,2,0,0,0,6,1,4,17,0,0,5,4,1,0,0
LoneStarRegional,Qual,30,XZ,8423,Next Express,2,0,1,0,9,9,1,16,0,0,5,5,1,0,0
NEDistrict,Qual,31,KP,8423,Next Express,3,3,4,0,7,6,4,23,0,0,3,1,1,0,0
MidwestRegional,Qual,32,AB,8423,Next Express,1,3,1,0,4,4,1,18,1,0,1,2,0,0,0
MidwestRegional,Playoff,33,KP,8423,Next Express,3,0,0,1,9,7,0,15,1,0,4,5,0,0,0
MidwestRegional,Qual,1,XZ,8832,AutoDawgs,3,3,2,0,6,7,0,16,0,0,5,4,1,0,0
NEDistrict,Playoff,2,LS,8832,AutoDawgs,3,0,0,0,6,4,1,23,0,0,2,4,0,0,1
MidwestRegional,Qual,3,XZ,8832,AutoDawgs,3,4,1,0,7,7,3,17,1,0,5,2,0,0,1
LoneStarRegional,Qual,4,LS,8832,AutoDawgs,2,0,2,0,2,2,2,8,1,1,4,3,0,0,1
LoneStarRegional,Playoff,5,TR,8832,AutoDawgs,1,0,1,0,0,4,4,5,1,0,2,1,0,0,0
MidwestRegional,Playoff,6,TR,8832,AutoDawgs,2,3,4,0,9,9,2,1,1,0,5,3,0,0,0
PacificRegional,Qual,7,MK,8832,AutoDawgs,3,1,0,1,5,7,2,25,1,1,1,3,0,0,0
MidwestRegional,Qual,8,JD,8832,AutoDawgs,2,0,1,1,8,8,2,5,0,0,3,3,0,0,0
NEDistrict,Playoff,9,JD,8832,AutoDawgs,3,1,4,1,7,7,1,2,0,0,1,1,1,0,1
PacificRegional,Playoff,10,XZ,8832,AutoDawgs,1,0,2,0,1,2,4,22,0,1,5,5,0,0,2
LoneStarRegional,Playoff,11,XZ,8832,AutoDawgs,3,0,0,1,9,2,2,0,0,1,4,4,0,0,1
LoneStarRegional,Playoff,12,TR,8832,AutoDawgs,1,1,2,0,2,9,3,28,0,1,1,5,0,0,0
MidwestRegional,Qual,13,TR,8832,AutoDawgs,1,3,3,1,6,4,1,12,1,0,2,4,0,0,0
PacificRegional,Qual,14,TR,8832,AutoDawgs,1,3,4,0,5,7,3,27,0,1,4,3,0,0,0
LoneStarRegional,Qual,15,MK,8832,AutoDawgs,3,4,4,1,5,6,1,15,0,0,3,5,0,0,2
PacificRegional,Qual,16,JD,8832,AutoDawgs,2,0,4,1,0,8,2,15,1,1,4,5,1,0,0
LoneStarRegional,Qual,17,JD,8832,AutoDawgs,2,4,0,0,5,4,0,17,1,0,3,2,0,0,0
MidwestRegional,Qual,18,AB,8832,AutoDawgs,1,1,3,0,1,6,0,29,1,1,1,2,1,0,0
LoneStarRegional,Playoff,19,AB,8832,AutoDawgs,2,4,3,1,9,9,3,12,0,1,2,5,0,0,0
LoneStarRegional,Playoff,20,AB,8832,AutoDawgs,3,0,4,1,2,8,1,0,0,0,2,3,0,0,0
NEDistrict,Qual,21,XZ,8832,AutoDawgs,2,1,4,0,7,9,4,14,1,1,3,3,0,0,0
LoneStarRegional,Playoff,22,TR,8832,AutoDawgs,2,1,3,1,3,5,4,19,0,1,4,5,0,0,0
PacificRegional,Playoff,23,MK,8832,AutoDawgs,2,4,1,0,4,4,3,23,1,0,5,4,1,0,0
MidwestRegional,Qual,24,MK,8832,AutoDawgs,2,1,0,0,1,5,2,4,0,0,3,5,1,0,0
PacificRegional,Qual,25,TR,8832,AutoDawgs,2,4,2,0,8,5,2,22,0,0,1,4,1,0,0
MidwestRegional,Playoff,26,JD,8832,AutoDawgs,1,0,4,0,6,6,3,26,0,1,5,2,0,0,0
PacificRegional,Playoff,27,MK,8832,AutoDawgs,1,3,0,0,5,7,1,19,1,1,3,5,1,0,0
MidwestRegional,Playoff,28,MK,8832,AutoDawgs,3,2,0,1,3,7,0,15,1,1,1,5,1,0,0
LoneStarRegional,Qual,29,MK,8832,AutoDawgs,2,4,4,1,5,4,1,15,0,1,2,2,1,0,0
LoneStarRegional,Playoff,30,LS,8832,AutoDawgs,1,2,4,0,5,7,0,26,1,1,4,1,0,0,0
NEDistrict,Playoff,31,LS,8832,AutoDawgs,3,3,0,1,7,2,0,17,0,1,4,3,0,0,0
NEDistrict,Qual,32,MK,8832,AutoDawgs,3,4,0,0,9,9,2,10,1,1,1,4,0,0,2
NEDistrict,Qual,33,AB,8832,AutoDawgs,1,0,2,1,7,8,1,9,1,1,1,2,0,0,0
PacificRegional,Qual,1,XZ,8895,Clinton High School,3,3,1,0,3,1,4,0,0,1,1,2,0,0,0
NEDistrict,Qual,2,LS,8895,Clinton High School,2,1,2,0,1,9,3,14,1,1,2,1,1,0,2
NEDistrict,Playoff,3,TR,8895,Clinton High School,2,1,1,0,2,8,0,0,1,0,5,2,1,0,1
MidwestRegional,Qual,4,JD,8895,Clinton High School,3,0,3,1,0,3,4,18,1,1,2,1,0,0,0
PacificRegional,Playoff,5,LS,8895,Clinton High School,2,3,0,1,7,2,2,10,1,0,3,3,0,0,0
LoneStarRegional,Playoff,6,AB,8895,Clinton High School,3,1,0,1,4,6,2,24,1,0,1,1,1,1,0
MidwestRegional,Playoff,7,XZ,8895,Clinton High School,2,4,2,1,9,5,4,24,0,0,2,5,1,0,0
LoneStarRegional,Playoff,8,KP,8895,Clinton High School,1,0,1,1,4,9,4,24,1,0,5,5,1,0,0
NEDistrict,Qual,9,XZ,8895,Clinton High School,3,2,0,1,6,4,3,4,0,1,2,2,0,0,0
PacificRegional,Qual,10,XZ,8895,Clinton High School,2,0,4,0,1,7,3,30,0,0,1,1,1,0,0
NEDistrict,Qual,11,JD,8895,Clinton High School,1,3,2,0,7,2,0,22,1,1,3,5,1,0,0
NEDistrict,Playoff,12,KP,8895,Clinton High School,3,3,2,1,4,5,1,23,1,0,5,4,1,0,0
PacificRegional,Playoff,13,LS,8895,Clinton High School,2,0,0,1,9,3,1,17,0,1,5,2,1,0,0
NEDistrict,Qual,14,MK,8895,Clinton High School,2,1,1,1,3,9,0,28,1,1,2,4,1,0,0
NEDistrict,Qual,15,LS,8895,Clinton High School,2,1,1,1,4,3,0,9,1,1,2,3,0,0,1
NEDistrict,Qual,16,XZ,8895,Clinton High School,2,0,2,1,9,7,1,22,0,0,2,2,0,0,1
NEDistrict,Playoff,17,AB,8895,Clinton High School,3,2,3,0,5,7,2,1,0,1,2,4,1,0,0
PacificRegional,Playoff,18,LS,8895,Clinton High School,3,1,1,1,1,1,0,12,0,0,2,3,1,0,0
NEDistrict,Qual,19,TR,8895,Clinton High School,1,2,2,1,6,2,4,1,1,1,4,5,1,1,0
NEDistrict,Playoff,20,MK,8895,Clinton High School,2,2,2,0,2,4,4,15,1,1,3,4,1,0,1
PacificRegional,Qual,21,MK,8895,Clinton High School,3,1,0,0,4,7,3,25,1,1,1,5,1,0,1
NEDistrict,Qual,22,TR,8895,Clinton High School,3,1,2,0,5,4,0,28,1,0,4,2,1,0,0
PacificRegional,Playoff,23,JD,8895,Clinton High School,3,2,0,1,2,0,4,2,0,0,5,5,0,0,0
LoneStarRegional,Playoff,24,TR,8895,Clinton High School,1,3,3,1,9,5,0,1,1,0,1,4,1,0,0
MidwestRegional,Qual,25,JD,8895,Clinton High School,2,4,2,1,6,9,1,17,0,1,5,5,1,0,0
PacificRegional,Playoff,26,AB,8895,Clinton High School,3,3,2,0,3,8,2,7,1,1,3,1,0,0,0
LoneStarRegional,Qual,27,LS,8895,Clinton High School,3,4,2,0,6,6,2,29,0,1,4,5,0,0,0
NEDistrict,Playoff,28,LS,8895,Clinton High School,3,1,1,0,6,7,3,30,1,1,3,4,1,0,0
NEDistrict,Qual,29,KP,8895,Clinton High School,1,4,0,0,9,2,0,4,1,1,2,3,1,0,1
PacificRegional,Qual,30,LS,8895,Clinton High School,3,3,4,1,3,8,1,24,0,0,4,3,1,0,0
NEDistrict,Playoff,31,TR,8895,Clinton High School,1,0,3,0,1,3,3,10,1,1,1,3,0,0,1
MidwestRegional,Qual,32,JD,8895,Clinton High School,3,1,4,0,3,6,0,16,0,0,1,5,0,0,0
PacificRegional,Qual,33,MK,8895,Clinton High School,3,3,4,1,5,7,1,25,1,0,2,5,1,0,0
